x y z r g b
687.5 125.0 26.159997940063477 120 79 112
687.5 187.5 3.2699997425079346 172 38 92
687.5 187.5 6.539999485015869 179 42 123
687.5 187.5 9.809999227523804 184 31 129
687.5 187.5 13.079998970031738 167 63 109
687.5 187.5 16.349998712539673 154 38 81
687.5 187.5 19.619998455047607 102 52 109
687.5 187.5 22.889998197555542 127 86 115
687.5 187.5 26.159997940063477 103 93 135
687.5 250.0 3.2699997425079346 200 61 100
687.5 250.0 6.539999485015869 204 72 122
687.5 250.0 9.809999227523804 219 80 125
687.5 250.0 13.079998970031738 172 97 117
687.5 250.0 16.349998712539673 140 65 86
687.5 250.0 19.619998455047607 112 74 113
687.5 250.0 22.889998197555542 136 103 115
687.5 250.0 26.159997940063477 106 123 155
687.5 312.5 3.2699997425079346 208 81 92
687.5 312.5 6.539999485015869 201 86 116
687.5 312.5 9.809999227523804 200 101 115
687.5 312.5 13.079998970031738 152 97 136
687.5 312.5 16.349998712539673 139 49 144
687.5 312.5 19.619998455047607 113 79 144
687.5 312.5 22.889998197555542 131 98 137
687.5 375.0 3.2699997425079346 207 116 97
687.5 375.0 6.539999485015869 199 112 114
687.5 375.0 9.809999227523804 199 122 128
687.5 375.0 13.079998970031738 162 111 166
687.5 375.0 16.349998712539673 163 65 156
687.5 375.0 19.619998455047607 116 92 136
687.5 375.0 22.889998197555542 135 101 125
687.5 437.5 3.2699997425079346 195 118 106
687.5 437.5 6.539999485015869 181 130 129
687.5 437.5 9.809999227523804 176 161 142
687.5 437.5 13.079998970031738 165 149 140
687.5 437.5 16.349998712539673 171 112 123
687.5 437.5 19.619998455047607 106 117 111
687.5 437.5 22.889998197555542 144 107 107
687.5 500.0 3.2699997425079346 205 127 114
687.5 500.0 6.539999485015869 196 121 153
687.5 500.0 9.809999227523804 191 141 142
687.5 500.0 13.079998970031738 181 147 116
687.5 500.0 16.349998712539673 151 127 97
687.5 500.0 19.619998455047607 99 112 99
687.5 500.0 22.889998197555542 140 119 86
687.5 562.5 3.2699997425079346 191 143 93
687.5 562.5 6.539999485015869 206 120 133
687.5 562.5 9.809999227523804 206 140 119
687.5 562.5 13.079998970031738 180 138 104
687.5 562.5 16.349998712539673 129 111 118
687.5 562.5 19.619998455047607 86 108 138
687.5 562.5 22.889998197555542 105 107 88
687.5 562.5 26.159997940063477 102 115 122
687.5 625.0 3.2699997425079346 174 145 74
687.5 625.0 6.539999485015869 209 156 92
687.5 625.0 9.809999227523804 204 168 92
687.5 625.0 13.079998970031738 175 144 109
687.5 625.0 16.349998712539673 126 116 173
687.5 625.0 19.619998455047607 95 121 166
687.5 625.0 22.889998197555542 94 117 148
687.5 625.0 26.159997940063477 88 121 148
687.5 687.5 3.2699997425079346 162 152 40
687.5 687.5 6.539999485015869 198 185 30
687.5 687.5 9.809999227523804 200 181 50
687.5 687.5 13.079998970031738 189 162 103
687.5 687.5 16.349998712539673 153 157 160
687.5 687.5 19.619998455047607 110 146 140
687.5 687.5 22.889998197555542 93 145 152
687.5 687.5 26.159997940063477 84 127 151
687.5 750.0 6.539999485015869 157 175 10
687.5 750.0 9.809999227523804 137 195 30
687.5 750.0 13.079998970031738 157 186 60
687.5 750.0 16.349998712539673 135 205 94
687.5 750.0 19.619998455047607 97 160 100
687.5 750.0 22.889998197555542 86 168 125
687.5 750.0 26.159997940063477 80 141 129
687.5 812.5 9.809999227523804 86 168 39
687.5 812.5 13.079998970031738 108 180 31
687.5 812.5 16.349998712539673 107 199 58
687.5 812.5 19.619998455047607 80 157 98
687.5 812.5 22.889998197555542 62 162 115
687.5 812.5 26.159997940063477 74 142 102
687.5 875.0 13.079998970031738 68 138 26
687.5 875.0 16.349998712539673 66 175 43
687.5 875.0 19.619998455047607 56 150 82
687.5 875.0 22.889998197555542 29 150 105
750.0 62.5 13.079998970031738 146 64 108
750.0 62.5 16.349998712539673 108 67 100
750.0 62.5 19.619998455047607 79 56 125
750.0 62.5 22.889998197555542 127 30 110
750.0 125.0 9.809999227523804 156 36 96
750.0 125.0 13.079998970031738 147 75 89
750.0 125.0 16.349998712539673 108 60 100
750.0 125.0 19.619998455047607 99 65 122
750.0 125.0 22.889998197555542 149 69 105
750.0 125.0 26.159997940063477 128 85 105
750.0 187.5 6.539999485015869 176 53 117
750.0 187.5 9.809999227523804 186 36 102
750.0 187.5 13.079998970031738 163 70 91
750.0 187.5 16.349998712539673 120 64 116
750.0 187.5 19.619998455047607 98 80 105
750.0 187.5 22.889998197555542 138 94 92
750.0 187.5 26.159997940063477 147 97 124
750.0 250.0 3.2699997425079346 155 70 79
750.0 250.0 6.539999485015869 194 73 114
750.0 250.0 9.809999227523804 222 68 99
750.0 250.0 13.079998970031738 164 90 115
750.0 250.0 16.349998712539673 119 66 119
750.0 250.0 19.619998455047607 99 68 136
750.0 250.0 22.889998197555542 119 90 119
750.0 250.0 26.159997940063477 141 127 112
750.0 312.5 3.2699997425079346 182 83 69
750.0 312.5 6.539999485015869 190 94 124
750.0 312.5 9.809999227523804 213 98 111
750.0 312.5 13.079998970031738 160 92 132
750.0 312.5 16.349998712539673 156 55 141
750.0 312.5 19.619998455047607 131 69 154
750.0 312.5 22.889998197555542 135 82 135
750.0 375.0 3.2699997425079346 179 107 67
750.0 375.0 6.539999485015869 178 111 108
750.0 375.0 9.809999227523804 196 113 117
750.0 375.0 13.079998970031738 180 110 124
750.0 375.0 16.349998712539673 171 80 119
750.0 375.0 19.619998455047607 121 82 143
750.0 375.0 22.889998197555542 121 95 135
750.0 375.0 26.159997940063477 109 97 135
750.0 437.5 3.2699997425079346 175 104 89
750.0 437.5 6.539999485015869 167 108 111
750.0 437.5 9.809999227523804 188 141 119
750.0 437.5 13.079998970031738 181 140 107
750.0 437.5 16.349998712539673 162 101 88
750.0 437.5 19.619998455047607 108 102 138
750.0 437.5 22.889998197555542 112 103 119
750.0 437.5 26.159997940063477 94 110 137
750.0 500.0 3.2699997425079346 195 109 99
750.0 500.0 6.539999485015869 198 91 113
750.0 500.0 9.809999227523804 192 125 102
750.0 500.0 13.079998970031738 178 146 107
750.0 500.0 16.349998712539673 149 103 118
750.0 500.0 19.619998455047607 94 102 154
750.0 500.0 22.889998197555542 106 100 111
750.0 500.0 26.159997940063477 97 100 135
750.0 562.5 3.2699997425079346 181 123 76
750.0 562.5 6.539999485015869 212 89 107
750.0 562.5 9.809999227523804 203 118 98
750.0 562.5 13.079998970031738 167 152 111
750.0 562.5 16.349998712539673 148 118 158
750.0 562.5 19.619998455047607 110 107 185
750.0 562.5 22.889998197555542 90 88 148
750.0 562.5 26.159997940063477 93 97 162
750.0 625.0 3.2699997425079346 170 122 59
750.0 625.0 6.539999485015869 210 131 79
750.0 625.0 9.809999227523804 206 139 71
750.0 625.0 13.079998970031738 182 153 116
750.0 625.0 16.349998712539673 163 143 169
750.0 625.0 19.619998455047607 130 137 197
750.0 625.0 22.889998197555542 116 111 184
750.0 625.0 26.159997940063477 113 116 193
750.0 687.5 3.2699997425079346 138 133 43
750.0 687.5 6.539999485015869 181 169 26
750.0 687.5 9.809999227523804 186 162 33
750.0 687.5 13.079998970031738 192 154 98
750.0 687.5 16.349998712539673 172 174 131
750.0 687.5 19.619998455047607 135 177 162
750.0 687.5 22.889998197555542 120 151 169
750.0 687.5 26.159997940063477 114 144 169
750.0 750.0 6.539999485015869 145 161 22
750.0 750.0 9.809999227523804 141 173 24
750.0 750.0 13.079998970031738 162 188 62
750.0 750.0 16.349998712539673 148 206 83
750.0 750.0 19.619998455047607 119 194 110
750.0 750.0 22.889998197555542 101 178 136
750.0 750.0 26.159997940063477 94 166 131
750.0 812.5 13.079998970031738 111 175 24
750.0 812.5 16.349998712539673 113 188 38
750.0 812.5 19.619998455047607 97 186 86
750.0 812.5 22.889998197555542 78 170 115
750.0 812.5 26.159997940063477 80 154 96
750.0 875.0 16.349998712539673 61 156 47
750.0 875.0 19.619998455047607 62 182 77
750.0 875.0 22.889998197555542 49 179 101
812.5 125.0 13.079998970031738 145 80 47
812.5 125.0 16.349998712539673 128 43 87
812.5 125.0 19.619998455047607 136 43 112
812.5 125.0 22.889998197555542 137 48 81
812.5 187.5 9.809999227523804 153 39 80
812.5 187.5 13.079998970031738 146 62 65
812.5 187.5 16.349998712539673 134 60 111
812.5 187.5 19.619998455047607 118 72 103
812.5 187.5 22.889998197555542 126 49 82
812.5 250.0 6.539999485015869 186 69 106
812.5 250.0 9.809999227523804 191 51 89
812.5 250.0 13.079998970031738 161 62 103
812.5 250.0 16.349998712539673 134 63 112
812.5 250.0 19.619998455047607 135 56 127
812.5 250.0 22.889998197555542 145 38 112
812.5 312.5 6.539999485015869 188 93 107
812.5 312.5 9.809999227523804 207 76 91
812.5 312.5 13.079998970031738 190 51 125
812.5 312.5 16.349998712539673 184 33 126
812.5 312.5 19.619998455047607 159 61 136
812.5 375.0 6.539999485015869 172 102 100
812.5 375.0 9.809999227523804 195 96 111
812.5 375.0 13.079998970031738 213 72 132
812.5 375.0 16.349998712539673 183 80 120
812.5 375.0 19.619998455047607 148 76 185
812.5 375.0 22.889998197555542 130 96 182
812.5 437.5 6.539999485015869 155 98 118
812.5 437.5 9.809999227523804 186 112 128
812.5 437.5 13.079998970031738 209 118 131
812.5 437.5 16.349998712539673 151 115 131
812.5 437.5 19.619998455047607 143 112 209
812.5 437.5 22.889998197555542 120 117 196
812.5 500.0 6.539999485015869 174 79 114
812.5 500.0 9.809999227523804 194 105 123
812.5 500.0 13.079998970031738 187 138 124
812.5 500.0 16.349998712539673 151 121 145
812.5 500.0 19.619998455047607 126 139 194
812.5 500.0 22.889998197555542 98 123 170
812.5 562.5 6.539999485015869 198 84 105
812.5 562.5 9.809999227523804 191 118 109
812.5 562.5 13.079998970031738 172 142 118
812.5 562.5 16.349998712539673 157 116 143
812.5 562.5 19.619998455047607 137 126 191
812.5 562.5 22.889998197555542 101 89 178
812.5 625.0 6.539999485015869 196 122 67
812.5 625.0 9.809999227523804 189 137 66
812.5 625.0 13.079998970031738 179 142 98
812.5 625.0 16.349998712539673 171 142 126
812.5 625.0 19.619998455047607 163 156 194
812.5 625.0 22.889998197555542 136 107 181
812.5 687.5 6.539999485015869 170 159 32
812.5 687.5 9.809999227523804 170 150 39
812.5 687.5 13.079998970031738 182 142 76
812.5 687.5 16.349998712539673 168 166 94
812.5 687.5 19.619998455047607 166 197 145
812.5 687.5 22.889998197555542 134 166 157
812.5 750.0 13.079998970031738 145 166 44
812.5 750.0 16.349998712539673 139 183 54
812.5 750.0 19.619998455047607 137 196 90
812.5 750.0 22.889998197555542 111 187 120
812.5 812.5 16.349998712539673 81 172 37
812.5 812.5 19.619998455047607 108 182 57
812.5 812.5 22.889998197555542 90 178 87
