x y z r g b
1.9531240463256836 4.882810115814209 13.079999923706055 128 63 47
1.9531240463256836 4.882810115814209 16.34999990463257 137 61 85
1.9531240463256836 4.882810115814209 19.619999885559082 142 75 63
1.9531240463256836 4.882810115814209 22.889999866485596 113 74 82
1.9531240463256836 4.882810115814209 26.15999984741211 110 99 98
1.9531240463256836 4.882810115814209 29.429999828338623 95 83 87
1.9531240463256836 4.882810115814209 32.69999980926514 99 78 73
1.9531240463256836 4.882810115814209 35.96999979019165 98 72 64
1.9531240463256836 5.859372138977051 3.2699999809265137 51 133 76
1.9531240463256836 5.859372138977051 6.539999961853027 73 119 78
1.9531240463256836 5.859372138977051 9.809999942779541 123 59 44
1.9531240463256836 5.859372138977051 13.079999923706055 118 49 55
1.9531240463256836 5.859372138977051 16.34999990463257 112 50 90
1.9531240463256836 5.859372138977051 19.619999885559082 119 70 84
1.9531240463256836 5.859372138977051 22.889999866485596 101 61 98
1.9531240463256836 5.859372138977051 26.15999984741211 97 74 112
1.9531240463256836 5.859372138977051 29.429999828338623 83 77 95
1.9531240463256836 5.859372138977051 32.69999980926514 80 74 80
1.9531240463256836 5.859372138977051 35.96999979019165 82 84 71
1.9531240463256836 6.835934162139893 6.539999961853027 67 100 85
1.9531240463256836 6.835934162139893 9.809999942779541 118 56 49
1.9531240463256836 6.835934162139893 13.079999923706055 97 62 65
1.9531240463256836 6.835934162139893 16.34999990463257 91 58 90
1.9531240463256836 6.835934162139893 22.889999866485596 79 60 99
1.9531240463256836 6.835934162139893 26.15999984741211 74 82 103
1.9531240463256836 7.812496185302734 9.809999942779541 92 63 71
1.9531240463256836 7.812496185302734 13.079999923706055 77 88 81
2.9296860694885254 0.9765620231628418 13.079999923706055 52 125 124
2.9296860694885254 0.9765620231628418 16.34999990463257 90 157 83
2.9296860694885254 0.9765620231628418 19.619999885559082 142 153 58
2.9296860694885254 0.9765620231628418 22.889999866485596 117 132 62
2.9296860694885254 0.9765620231628418 26.15999984741211 134 127 65
2.9296860694885254 0.9765620231628418 29.429999828338623 148 125 63
2.9296860694885254 0.9765620231628418 32.69999980926514 135 112 56
2.9296860694885254 0.9765620231628418 35.96999979019165 135 137 30
2.9296860694885254 1.9531240463256836 9.809999942779541 51 131 89
2.9296860694885254 1.9531240463256836 13.079999923706055 80 143 99
2.9296860694885254 1.9531240463256836 16.34999990463257 160 166 53
2.9296860694885254 1.9531240463256836 19.619999885559082 169 136 63
2.9296860694885254 1.9531240463256836 22.889999866485596 131 103 52
2.9296860694885254 1.9531240463256836 26.15999984741211 136 101 70
2.9296860694885254 1.9531240463256836 29.429999828338623 131 80 76
2.9296860694885254 1.9531240463256836 32.69999980926514 119 74 77
2.9296860694885254 1.9531240463256836 35.96999979019165 137 105 47
2.9296860694885254 1.9531240463256836 39.239999771118164 132 121 30
2.9296860694885254 2.9296860694885254 6.539999961853027 59 117 95
2.9296860694885254 2.9296860694885254 9.809999942779541 129 142 49
2.9296860694885254 2.9296860694885254 13.079999923706055 123 117 70
2.9296860694885254 2.9296860694885254 16.34999990463257 175 102 94
2.9296860694885254 2.9296860694885254 19.619999885559082 165 104 90
2.9296860694885254 2.9296860694885254 22.889999866485596 135 81 69
2.9296860694885254 2.9296860694885254 26.15999984741211 122 86 89
2.9296860694885254 2.9296860694885254 29.429999828338623 115 81 81
2.9296860694885254 2.9296860694885254 32.69999980926514 111 86 80
2.9296860694885254 2.9296860694885254 35.96999979019165 131 87 65
2.9296860694885254 2.9296860694885254 39.239999771118164 131 79 50
2.9296860694885254 3.906248092651367 3.2699999809265137 61 145 74
2.9296860694885254 3.906248092651367 6.539999961853027 83 117 58
2.9296860694885254 3.906248092651367 9.809999942779541 160 104 40
2.9296860694885254 3.906248092651367 13.079999923706055 156 92 58
2.9296860694885254 3.906248092651367 16.34999990463257 148 80 107
2.9296860694885254 3.906248092651367 19.619999885559082 141 80 78
2.9296860694885254 3.906248092651367 22.889999866485596 119 82 66
2.9296860694885254 3.906248092651367 26.15999984741211 106 91 92
2.9296860694885254 3.906248092651367 29.429999828338623 97 91 84
2.9296860694885254 3.906248092651367 32.69999980926514 96 98 76
2.9296860694885254 3.906248092651367 35.96999979019165 107 66 75
2.9296860694885254 3.906248092651367 39.239999771118164 117 62 57
2.9296860694885254 4.882810115814209 3.2699999809265137 62 119 56
2.9296860694885254 4.882810115814209 6.539999961853027 106 101 37
2.9296860694885254 4.882810115814209 9.809999942779541 179 78 50
2.9296860694885254 4.882810115814209 13.079999923706055 169 75 69
2.9296860694885254 4.882810115814209 16.34999990463257 128 78 96
2.9296860694885254 4.882810115814209 19.619999885559082 125 78 63
2.9296860694885254 4.882810115814209 22.889999866485596 103 75 82
2.9296860694885254 4.882810115814209 26.15999984741211 98 101 109
2.9296860694885254 4.882810115814209 29.429999828338623 97 95 85
2.9296860694885254 4.882810115814209 32.69999980926514 98 97 80
2.9296860694885254 4.882810115814209 35.96999979019165 94 67 68
2.9296860694885254 4.882810115814209 39.239999771118164 105 62 51
2.9296860694885254 5.859372138977051 3.2699999809265137 68 104 45
2.9296860694885254 5.859372138977051 6.539999961853027 116 69 35
2.9296860694885254 5.859372138977051 9.809999942779541 176 52 75
2.9296860694885254 5.859372138977051 13.079999923706055 158 60 75
2.9296860694885254 5.859372138977051 16.34999990463257 100 57 83
2.9296860694885254 5.859372138977051 19.619999885559082 100 66 76
2.9296860694885254 5.859372138977051 22.889999866485596 84 59 97
2.9296860694885254 5.859372138977051 26.15999984741211 90 92 104
2.9296860694885254 5.859372138977051 29.429999828338623 86 76 84
2.9296860694885254 5.859372138977051 32.69999980926514 85 72 85
2.9296860694885254 5.859372138977051 35.96999979019165 88 72 74
2.9296860694885254 5.859372138977051 39.239999771118164 85 67 57
2.9296860694885254 6.835934162139893 3.2699999809265137 58 101 54
2.9296860694885254 6.835934162139893 6.539999961853027 105 45 47
2.9296860694885254 6.835934162139893 9.809999942779541 162 37 84
2.9296860694885254 6.835934162139893 13.079999923706055 135 53 72
2.9296860694885254 6.835934162139893 16.34999990463257 92 59 84
2.9296860694885254 6.835934162139893 19.619999885559082 85 60 88
2.9296860694885254 6.835934162139893 22.889999866485596 74 58 106
2.9296860694885254 6.835934162139893 26.15999984741211 90 82 109
2.9296860694885254 6.835934162139893 29.429999828338623 87 79 83
2.9296860694885254 6.835934162139893 32.69999980926514 75 71 91
2.9296860694885254 6.835934162139893 35.96999979019165 71 85 88
2.9296860694885254 7.812496185302734 6.539999961853027 91 46 64
2.9296860694885254 7.812496185302734 9.809999942779541 129 36 95
2.9296860694885254 7.812496185302734 13.079999923706055 112 52 80
2.9296860694885254 7.812496185302734 16.34999990463257 87 81 90
2.9296860694885254 7.812496185302734 22.889999866485596 66 63 111
2.9296860694885254 7.812496185302734 26.15999984741211 74 100 108
2.9296860694885254 8.789058208465576 9.809999942779541 88 69 107
2.9296860694885254 8.789058208465576 13.079999923706055 81 81 118
3.906248092651367 0.9765620231628418 13.079999923706055 54 142 112
3.906248092651367 0.9765620231628418 16.34999990463257 113 170 72
3.906248092651367 0.9765620231628418 19.619999885559082 142 165 94
3.906248092651367 0.9765620231628418 22.889999866485596 135 141 76
3.906248092651367 0.9765620231628418 26.15999984741211 151 142 74
3.906248092651367 0.9765620231628418 29.429999828338623 152 140 91
3.906248092651367 0.9765620231628418 32.69999980926514 139 120 84
3.906248092651367 0.9765620231628418 35.96999979019165 144 151 62
3.906248092651367 1.9531240463256836 6.539999961853027 51 107 80
3.906248092651367 1.9531240463256836 9.809999942779541 106 148 46
3.906248092651367 1.9531240463256836 13.079999923706055 96 158 87
3.906248092651367 1.9531240463256836 16.34999990463257 158 162 93
3.906248092651367 1.9531240463256836 19.619999885559082 160 141 76
3.906248092651367 1.9531240463256836 22.889999866485596 149 108 59
3.906248092651367 1.9531240463256836 26.15999984741211 144 94 81
3.906248092651367 1.9531240463256836 29.429999828338623 141 96 87
3.906248092651367 1.9531240463256836 32.69999980926514 118 85 79
3.906248092651367 1.9531240463256836 35.96999979019165 142 111 59
3.906248092651367 1.9531240463256836 39.239999771118164 160 150 54
3.906248092651367 2.9296860694885254 3.2699999809265137 52 129 90
3.906248092651367 2.9296860694885254 6.539999961853027 119 132 42
3.906248092651367 2.9296860694885254 9.809999942779541 172 122 43
3.906248092651367 2.9296860694885254 13.079999923706055 154 126 64
3.906248092651367 2.9296860694885254 16.34999990463257 164 113 118
3.906248092651367 2.9296860694885254 19.619999885559082 162 116 72
3.906248092651367 2.9296860694885254 22.889999866485596 153 108 64
3.906248092651367 2.9296860694885254 26.15999984741211 117 96 83
3.906248092651367 2.9296860694885254 29.429999828338623 122 90 81
3.906248092651367 2.9296860694885254 32.69999980926514 103 99 65
3.906248092651367 2.9296860694885254 35.96999979019165 128 99 70
3.906248092651367 2.9296860694885254 39.239999771118164 146 94 74
3.906248092651367 3.906248092651367 3.2699999809265137 91 128 45
3.906248092651367 3.906248092651367 6.539999961853027 157 93 34
3.906248092651367 3.906248092651367 9.809999942779541 194 92 55
3.906248092651367 3.906248092651367 13.079999923706055 181 95 77
3.906248092651367 3.906248092651367 16.34999990463257 158 100 94
3.906248092651367 3.906248092651367 19.619999885559082 155 106 65
3.906248092651367 3.906248092651367 22.889999866485596 143 104 57
3.906248092651367 3.906248092651367 26.15999984741211 97 99 96
3.906248092651367 3.906248092651367 29.429999828338623 97 96 92
3.906248092651367 3.906248092651367 32.69999980926514 88 100 67
3.906248092651367 3.906248092651367 35.96999979019165 106 83 73
3.906248092651367 3.906248092651367 39.239999771118164 132 76 75
3.906248092651367 4.882810115814209 3.2699999809265137 114 94 32
3.906248092651367 4.882810115814209 6.539999961853027 166 68 40
3.906248092651367 4.882810115814209 9.809999942779541 206 79 81
3.906248092651367 4.882810115814209 13.079999923706055 179 84 103
3.906248092651367 4.882810115814209 16.34999990463257 143 73 74
3.906248092651367 4.882810115814209 19.619999885559082 148 87 97
3.906248092651367 4.882810115814209 22.889999866485596 129 78 82
3.906248092651367 4.882810115814209 26.15999984741211 88 107 98
3.906248092651367 4.882810115814209 29.429999828338623 101 111 91
3.906248092651367 4.882810115814209 32.69999980926514 94 106 71
3.906248092651367 4.882810115814209 35.96999979019165 105 82 62
3.906248092651367 4.882810115814209 39.239999771118164 127 68 56
3.906248092651367 5.859372138977051 3.2699999809265137 117 67 38
3.906248092651367 5.859372138977051 6.539999961853027 160 50 58
3.906248092651367 5.859372138977051 9.809999942779541 194 58 102
3.906248092651367 5.859372138977051 13.079999923706055 168 78 97
3.906248092651367 5.859372138977051 16.34999990463257 128 50 66
3.906248092651367 5.859372138977051 19.619999885559082 120 68 110
3.906248092651367 5.859372138977051 22.889999866485596 108 50 101
3.906248092651367 5.859372138977051 26.15999984741211 88 96 94
3.906248092651367 5.859372138977051 29.429999828338623 96 87 88
3.906248092651367 5.859372138977051 32.69999980926514 90 80 81
3.906248092651367 5.859372138977051 35.96999979019165 94 71 69
3.906248092651367 5.859372138977051 39.239999771118164 115 64 53
3.906248092651367 6.835934162139893 3.2699999809265137 106 54 50
3.906248092651367 6.835934162139893 6.539999961853027 149 34 60
3.906248092651367 6.835934162139893 9.809999942779541 178 53 101
3.906248092651367 6.835934162139893 13.079999923706055 153 68 81
3.906248092651367 6.835934162139893 16.34999990463257 113 37 88
3.906248092651367 6.835934162139893 19.619999885559082 107 62 86
3.906248092651367 6.835934162139893 22.889999866485596 82 46 112
3.906248092651367 6.835934162139893 26.15999984741211 79 85 105
3.906248092651367 6.835934162139893 29.429999828338623 88 77 88
3.906248092651367 6.835934162139893 32.69999980926514 82 63 88
3.906248092651367 6.835934162139893 35.96999979019165 84 65 82
3.906248092651367 7.812496185302734 3.2699999809265137 61 63 80
3.906248092651367 7.812496185302734 6.539999961853027 127 23 69
3.906248092651367 7.812496185302734 9.809999942779541 156 37 96
3.906248092651367 7.812496185302734 13.079999923706055 137 51 91
3.906248092651367 7.812496185302734 16.34999990463257 98 62 93
3.906248092651367 7.812496185302734 19.619999885559082 91 49 90
3.906248092651367 7.812496185302734 22.889999866485596 72 56 99
3.906248092651367 7.812496185302734 26.15999984741211 69 85 118
3.906248092651367 8.789058208465576 6.539999961853027 91 42 93
3.906248092651367 8.789058208465576 9.809999942779541 115 39 108
3.906248092651367 8.789058208465576 13.079999923706055 100 47 117
3.906248092651367 8.789058208465576 16.34999990463257 88 81 108
3.906248092651367 8.789058208465576 22.889999866485596 52 73 103
4.882810115814209 0.9765620231628418 6.539999961853027 56 117 99
4.882810115814209 0.9765620231628418 9.809999942779541 78 152 75
4.882810115814209 0.9765620231628418 13.079999923706055 88 143 76
4.882810115814209 0.9765620231628418 16.34999990463257 130 159 60
4.882810115814209 0.9765620231628418 19.619999885559082 145 154 62
4.882810115814209 0.9765620231628418 22.889999866485596 148 142 54
4.882810115814209 0.9765620231628418 26.15999984741211 169 146 59
4.882810115814209 0.9765620231628418 29.429999828338623 156 138 82
4.882810115814209 0.9765620231628418 32.69999980926514 136 121 77
4.882810115814209 0.9765620231628418 35.96999979019165 149 155 55
4.882810115814209 1.9531240463256836 3.2699999809265137 57 112 80
4.882810115814209 1.9531240463256836 6.539999961853027 119 142 36
4.882810115814209 1.9531240463256836 9.809999942779541 166 149 36
4.882810115814209 1.9531240463256836 13.079999923706055 136 136 46
4.882810115814209 1.9531240463256836 16.34999990463257 146 126 84
4.882810115814209 1.9531240463256836 19.619999885559082 163 143 66
4.882810115814209 1.9531240463256836 22.889999866485596 162 120 61
4.882810115814209 1.9531240463256836 26.15999984741211 151 88 79
4.882810115814209 1.9531240463256836 29.429999828338623 145 108 85
4.882810115814209 1.9531240463256836 32.69999980926514 127 97 72
4.882810115814209 1.9531240463256836 35.96999979019165 152 118 65
4.882810115814209 1.9531240463256836 39.239999771118164 164 151 73
4.882810115814209 2.9296860694885254 3.2699999809265137 109 119 27
4.882810115814209 2.9296860694885254 6.539999961853027 173 122 34
4.882810115814209 2.9296860694885254 9.809999942779541 196 107 60
4.882810115814209 2.9296860694885254 13.079999923706055 175 126 70
4.882810115814209 2.9296860694885254 16.34999990463257 147 127 99
4.882810115814209 2.9296860694885254 19.619999885559082 159 131 90
4.882810115814209 2.9296860694885254 22.889999866485596 167 118 70
4.882810115814209 2.9296860694885254 26.15999984741211 120 90 70
4.882810115814209 2.9296860694885254 29.429999828338623 123 97 87
4.882810115814209 2.9296860694885254 32.69999980926514 108 104 66
4.882810115814209 2.9296860694885254 35.96999979019165 134 107 79
4.882810115814209 2.9296860694885254 39.239999771118164 158 116 89
4.882810115814209 3.906248092651367 3.2699999809265137 151 97 34
4.882810115814209 3.906248092651367 6.539999961853027 194 96 50
4.882810115814209 3.906248092651367 9.809999942779541 209 93 79
4.882810115814209 3.906248092651367 13.079999923706055 188 100 90
4.882810115814209 3.906248092651367 16.34999990463257 161 130 85
4.882810115814209 3.906248092651367 19.619999885559082 156 129 84
4.882810115814209 3.906248092651367 22.889999866485596 150 110 100
4.882810115814209 3.906248092651367 26.15999984741211 107 91 68
4.882810115814209 3.906248092651367 29.429999828338623 95 89 94
4.882810115814209 3.906248092651367 32.69999980926514 95 95 67
4.882810115814209 3.906248092651367 35.96999979019165 121 89 72
4.882810115814209 3.906248092651367 39.239999771118164 150 102 81
4.882810115814209 4.882810115814209 3.2699999809265137 159 72 43
4.882810115814209 4.882810115814209 6.539999961853027 196 72 70
4.882810115814209 4.882810115814209 9.809999942779541 212 71 94
4.882810115814209 4.882810115814209 13.079999923706055 176 78 102
4.882810115814209 4.882810115814209 16.34999990463257 166 102 80
4.882810115814209 4.882810115814209 19.619999885559082 130 92 96
4.882810115814209 4.882810115814209 22.889999866485596 124 101 138
4.882810115814209 4.882810115814209 26.15999984741211 101 95 74
4.882810115814209 4.882810115814209 29.429999828338623 97 115 98
4.882810115814209 4.882810115814209 32.69999980926514 93 98 78
4.882810115814209 4.882810115814209 35.96999979019165 118 93 57
4.882810115814209 4.882810115814209 39.239999771118164 156 89 57
4.882810115814209 5.859372138977051 3.2699999809265137 158 54 49
4.882810115814209 5.859372138977051 6.539999961853027 178 50 83
4.882810115814209 5.859372138977051 9.809999942779541 188 58 112
4.882810115814209 5.859372138977051 13.079999923706055 162 86 101
4.882810115814209 5.859372138977051 16.34999990463257 153 64 94
4.882810115814209 5.859372138977051 19.619999885559082 104 81 100
4.882810115814209 5.859372138977051 22.889999866485596 110 86 136
4.882810115814209 5.859372138977051 26.15999984741211 96 88 88
4.882810115814209 5.859372138977051 29.429999828338623 102 107 101
4.882810115814209 5.859372138977051 32.69999980926514 96 86 87
4.882810115814209 5.859372138977051 35.96999979019165 111 82 74
4.882810115814209 5.859372138977051 39.239999771118164 147 62 73
4.882810115814209 6.835934162139893 3.2699999809265137 153 48 46
4.882810115814209 6.835934162139893 6.539999961853027 173 52 71
4.882810115814209 6.835934162139893 9.809999942779541 178 71 99
4.882810115814209 6.835934162139893 13.079999923706055 157 75 100
4.882810115814209 6.835934162139893 16.34999990463257 126 28 119
4.882810115814209 6.835934162139893 19.619999885559082 121 66 106
4.882810115814209 6.835934162139893 22.889999866485596 95 55 126
4.882810115814209 6.835934162139893 26.15999984741211 88 82 97
4.882810115814209 6.835934162139893 29.429999828338623 97 84 107
4.882810115814209 6.835934162139893 32.69999980926514 96 70 95
4.882810115814209 6.835934162139893 35.96999979019165 109 61 98
4.882810115814209 6.835934162139893 39.239999771118164 135 54 96
4.882810115814209 7.812496185302734 3.2699999809265137 136 43 59
4.882810115814209 7.812496185302734 6.539999961853027 163 32 76
4.882810115814209 7.812496185302734 9.809999942779541 177 60 92
4.882810115814209 7.812496185302734 13.079999923706055 145 60 100
4.882810115814209 7.812496185302734 16.34999990463257 106 52 102
4.882810115814209 7.812496185302734 19.619999885559082 118 41 111
4.882810115814209 7.812496185302734 22.889999866485596 92 50 92
4.882810115814209 7.812496185302734 26.15999984741211 77 66 96
4.882810115814209 7.812496185302734 29.429999828338623 82 70 107
4.882810115814209 7.812496185302734 32.69999980926514 74 46 116
4.882810115814209 7.812496185302734 35.96999979019165 77 53 120
4.882810115814209 8.789058208465576 6.539999961853027 120 15 89
4.882810115814209 8.789058208465576 9.809999942779541 148 24 98
4.882810115814209 8.789058208465576 13.079999923706055 117 38 103
4.882810115814209 8.789058208465576 16.34999990463257 99 63 97
4.882810115814209 8.789058208465576 19.619999885559082 89 55 93
4.882810115814209 8.789058208465576 22.889999866485596 76 53 91
4.882810115814209 8.789058208465576 26.15999984741211 69 89 113
5.859372138977051 0.9765620231628418 6.539999961853027 89 154 84
5.859372138977051 0.9765620231628418 9.809999942779541 133 172 48
5.859372138977051 0.9765620231628418 13.079999923706055 138 158 57
5.859372138977051 0.9765620231628418 16.34999990463257 157 155 52
5.859372138977051 0.9765620231628418 19.619999885559082 163 149 59
5.859372138977051 0.9765620231628418 22.889999866485596 169 153 64
5.859372138977051 0.9765620231628418 26.15999984741211 177 161 83
5.859372138977051 0.9765620231628418 29.429999828338623 158 143 94
5.859372138977051 0.9765620231628418 32.69999980926514 131 115 69
5.859372138977051 0.9765620231628418 35.96999979019165 161 151 57
5.859372138977051 1.9531240463256836 3.2699999809265137 97 146 62
5.859372138977051 1.9531240463256836 6.539999961853027 174 159 32
5.859372138977051 1.9531240463256836 9.809999942779541 204 135 45
5.859372138977051 1.9531240463256836 13.079999923706055 179 109 45
5.859372138977051 1.9531240463256836 16.34999990463257 152 95 84
5.859372138977051 1.9531240463256836 19.619999885559082 160 133 104
5.859372138977051 1.9531240463256836 22.889999866485596 178 129 60
5.859372138977051 1.9531240463256836 26.15999984741211 155 92 89
5.859372138977051 1.9531240463256836 29.429999828338623 139 109 94
5.859372138977051 1.9531240463256836 32.69999980926514 125 93 68
5.859372138977051 1.9531240463256836 35.96999979019165 155 107 73
5.859372138977051 1.9531240463256836 39.239999771118164 150 140 90
5.859372138977051 2.9296860694885254 3.2699999809265137 175 136 32
5.859372138977051 2.9296860694885254 6.539999961853027 205 109 45
5.859372138977051 2.9296860694885254 9.809999942779541 213 99 70
5.859372138977051 2.9296860694885254 13.079999923706055 187 101 76
5.859372138977051 2.9296860694885254 16.34999990463257 131 106 78
5.859372138977051 2.9296860694885254 19.619999885559082 139 136 107
5.859372138977051 2.9296860694885254 22.889999866485596 171 118 74
5.859372138977051 2.9296860694885254 26.15999984741211 133 95 63
5.859372138977051 2.9296860694885254 29.429999828338623 115 102 84
5.859372138977051 2.9296860694885254 32.69999980926514 109 97 62
5.859372138977051 2.9296860694885254 35.96999979019165 125 93 84
5.859372138977051 2.9296860694885254 39.239999771118164 152 116 79
5.859372138977051 3.906248092651367 3.2699999809265137 199 81 57
5.859372138977051 3.906248092651367 6.539999961853027 208 90 68
5.859372138977051 3.906248092651367 9.809999942779541 217 94 87
5.859372138977051 3.906248092651367 13.079999923706055 191 102 93
5.859372138977051 3.906248092651367 16.34999990463257 143 118 70
5.859372138977051 3.906248092651367 19.619999885559082 135 138 90
5.859372138977051 3.906248092651367 22.889999866485596 125 97 86
5.859372138977051 3.906248092651367 26.15999984741211 118 87 71
5.859372138977051 3.906248092651367 29.429999828338623 94 81 85
5.859372138977051 3.906248092651367 32.69999980926514 100 94 65
5.859372138977051 3.906248092651367 35.96999979019165 110 76 60
5.859372138977051 4.882810115814209 3.2699999809265137 202 57 75
5.859372138977051 4.882810115814209 6.539999961853027 200 72 92
5.859372138977051 4.882810115814209 9.809999942779541 211 72 110
5.859372138977051 4.882810115814209 13.079999923706055 178 80 105
5.859372138977051 4.882810115814209 16.34999990463257 168 116 78
5.859372138977051 4.882810115814209 19.619999885559082 128 106 101
5.859372138977051 4.882810115814209 22.889999866485596 95 88 94
5.859372138977051 4.882810115814209 26.15999984741211 94 68 92
5.859372138977051 4.882810115814209 29.429999828338623 90 100 85
5.859372138977051 4.882810115814209 32.69999980926514 89 94 77
5.859372138977051 4.882810115814209 35.96999979019165 117 83 55
5.859372138977051 4.882810115814209 39.239999771118164 167 94 78
5.859372138977051 5.859372138977051 3.2699999809265137 200 46 75
5.859372138977051 5.859372138977051 6.539999961853027 182 56 94
5.859372138977051 5.859372138977051 9.809999942779541 188 59 112
5.859372138977051 5.859372138977051 13.079999923706055 168 78 105
5.859372138977051 5.859372138977051 16.34999990463257 163 78 100
5.859372138977051 5.859372138977051 19.619999885559082 111 74 99
5.859372138977051 5.859372138977051 22.889999866485596 83 83 92
5.859372138977051 5.859372138977051 26.15999984741211 91 84 92
5.859372138977051 5.859372138977051 29.429999828338623 92 100 100
5.859372138977051 5.859372138977051 32.69999980926514 93 88 94
5.859372138977051 5.859372138977051 35.96999979019165 124 64 55
5.859372138977051 5.859372138977051 39.239999771118164 166 59 95
5.859372138977051 6.835934162139893 3.2699999809265137 191 46 72
5.859372138977051 6.835934162139893 6.539999961853027 179 59 75
5.859372138977051 6.835934162139893 9.809999942779541 177 63 91
5.859372138977051 6.835934162139893 13.079999923706055 154 62 97
